feature_1,feature_2,class
-2.5607,8.6806,0.0
-2.3673,8.9272,0.0
-6.7856,-6.8594,2.0
-7.2035,-6.7542,2.0
5.2553,2.2452,1.0
-2.7299,8.5837,0.0
-6.6593,-6.7817,2.0
-2.4675,8.6059,0.0
4.4867,1.8809,1.0
4.5902,2.0985,1.0
-2.6996,9.0298,0.0
-2.565,9.1833,0.0
-2.6546,8.9648,0.0
-2.481,8.6606,0.0
4.382,1.9849,1.0
4.6143,1.861,1.0
-3.0217,8.9761,0.0
-2.7847,8.8267,0.0
-6.9757,-6.8263,2.0
4.6916,2.0157,1.0
-6.9139,-6.8933,2.0
4.3234,1.9832,1.0
-2.3135,9.1187,0.0
-2.5446,8.7046,0.0
-2.1906,8.912,0.0
-6.6198,-6.7466,2.0
-6.9422,-6.6739,2.0
4.7095,1.7936,1.0
-6.5068,-7.3084,2.0
-2.6363,8.7764,0.0
4.6152,2.035,1.0
-6.7777,-6.9176,2.0
-7.2679,-7.3571,2.0
-6.9106,-7.2428,2.0
4.5309,2.3365,1.0
4.6031,1.4756,1.0
-2.8845,9.1382,0.0
4.7092,2.4755,1.0
4.6497,2.1269,1.0
-2.6871,8.8511,0.0
-6.4752,-6.5139,2.0
-6.6747,-6.6464,2.0
4.5947,2.251,1.0
4.7435,1.8673,1.0
-7.0077,-6.5834,2.0
-6.543,-6.8016,2.0
-6.3736,-7.0788,2.0
-2.6019,8.9211,0.0
4.7718,1.8124,1.0
-7.0778,-6.9487,2.0
4.8044,1.7806,1.0
-2.7297,9.1506,0.0
4.9044,1.9393,1.0
-7.0297,-7.3125,2.0
4.5971,2.1672,1.0
-6.7377,-6.9082,2.0
-2.4524,8.8167,0.0
4.704,2.012,1.0
-2.0494,8.9417,0.0
4.4637,2.3329,1.0
-6.5518,-6.6985,2.0
4.6358,2.031,1.0
-7.2286,-7.0912,2.0
-6.7916,-6.9843,2.0
-6.6429,-7.113,2.0
4.6005,1.8803,1.0
-7.1477,-6.9772,2.0
4.854,2.2275,1.0
4.9213,1.8763,1.0
4.4727,2.2581,1.0
4.4411,2.0572,1.0
4.5292,1.9224,1.0
-2.8916,9.0006,0.0
5.0318,2.0633,1.0
4.7461,2.1448,1.0
-2.2899,8.8892,0.0
-6.7183,-7.4687,2.0
4.9179,2.3306,1.0
-2.4791,9.0873,0.0
4.4779,2.0107,1.0
-6.6861,-6.8003,2.0
4.361,2.1839,1.0
-6.6765,-6.8426,2.0
-6.9568,-6.6771,2.0
4.5615,1.7696,1.0
-6.9669,-6.6705,2.0
4.5265,1.8532,1.0
4.6281,2.0625,1.0
-6.6522,-6.8002,2.0
-6.9931,-6.5198,2.0
-2.45,9.0665,0.0
-6.5975,-6.9421,2.0
-6.8252,-6.8916,2.0
4.803,1.9636,1.0
-6.922,-6.7717,2.0
-2.4332,9.1364,0.0
-7.1486,-7.0951,2.0
-2.5965,8.9924,0.0
-6.9414,-7.301,2.0
-7.2215,-6.8018,2.0
-6.8552,-6.9639,2.0
-6.6169,-6.8832,2.0
-6.9657,-6.4784,2.0
-7.1367,-7.2033,2.0
-7.1749,-6.519,2.0
-6.9712,-6.6658,2.0
4.5515,1.9953,1.0
4.6881,1.84,1.0
4.4347,1.9856,1.0
-6.8804,-6.8884,2.0
-2.4272,8.966,0.0
4.4686,1.8508,1.0
-2.1394,9.2396,0.0
-6.9996,-6.7977,2.0
-2.2752,9.0411,0.0
-2.3161,9.2615,0.0
4.5502,2.0209,1.0
-2.5472,8.9428,0.0
-6.7519,-6.5406,2.0
-2.3371,8.8977,0.0
-2.4404,9.0046,0.0
4.7059,1.8104,1.0
-6.7041,-6.8098,2.0
-6.9786,-7.0833,2.0
-2.3421,8.7883,0.0
-2.8831,8.9366,0.0
-2.3375,8.9674,0.0
-6.9791,-6.8213,2.0
-2.7597,9.087,0.0
-7.0991,-6.9524,2.0
4.6438,1.8127,1.0
-6.689,-6.9401,2.0
4.9741,1.7929,1.0
4.7014,1.7541,1.0
-2.4092,8.7344,0.0
4.6734,2.2056,1.0
4.8442,2.157,1.0
-2.5466,8.6882,0.0
-2.8842,9.0373,0.0
-2.637,8.7497,0.0
-6.8147,-6.764,2.0
4.5197,2.2064,1.0
4.948,2.2242,1.0
-2.6024,8.9841,0.0
4.3702,1.9763,1.0
-7.1351,-6.6488,2.0
-6.6311,-6.7347,2.0
-2.8402,8.8223,0.0
4.9584,1.977,1.0
-7.0928,-7.2169,2.0
-6.8614,-6.7225,2.0
4.4206,1.9596,1.0
4.6234,2.0345,1.0
-7.6641,-6.8234,2.0
-2.6193,8.88,0.0
-6.8773,-7.0763,2.0
-2.6137,9.2241,0.0
-2.4634,8.6427,0.0
-2.376,9.0986,0.0
-2.2668,9.0665,0.0
-2.075,8.9791,0.0
-2.3898,8.8246,0.0
4.7188,1.888,1.0
-2.1858,9.0352,0.0
-2.7824,8.9845,0.0
-2.4014,8.8302,0.0
-2.5028,8.8636,0.0
-2.805,9.051,0.0
-2.85,8.8294,0.0
4.9746,1.8553,1.0
-2.4153,8.7072,0.0
-2.6253,9.132,0.0
-6.7932,-7.0235,2.0
4.5873,1.654,1.0
-2.1627,9.4605,0.0
-6.923,-6.9387,2.0
-2.4956,9.1848,0.0
-6.9606,-6.6535,2.0
-2.4218,9.0951,0.0
4.6712,2.1779,1.0
4.673,1.6968,1.0
-6.7887,-6.8933,2.0
4.4547,1.9504,1.0
-2.5404,8.9046,0.0
-2.6662,9.1439,0.0
-2.3906,8.9524,0.0
-2.5985,9.0531,0.0
-6.869,-6.7071,2.0
-6.6927,-6.8061,2.0
4.4287,1.9218,1.0
-6.7034,-6.772,2.0
4.7413,1.9617,1.0
-2.6535,9.0497,0.0
-2.4378,8.8757,0.0
4.9035,1.7015,1.0
-2.4275,8.9527,0.0
-7.108,-6.8681,2.0
-2.3469,8.7846,0.0
4.4201,2.3325,1.0
-7.1122,-6.9516,2.0
-7.2927,-6.4558,2.0
4.3859,2.0306,1.0
-6.8988,-6.9197,2.0
-7.1683,-6.7525,2.0
4.6149,1.9763,1.0
-7.1182,-6.9587,2.0
-2.2806,9.1647,0.0
-2.3327,8.9239,0.0
-7.0886,-6.5233,2.0
-2.6271,9.1842,0.0
-6.9653,-6.8822,2.0
4.5392,1.943,1.0
4.6017,1.9335,1.0
4.4033,1.9226,1.0
-2.8137,9.2368,0.0
-7.1902,-7.1608,2.0
4.5,2.0055,1.0
-6.9422,-7.0393,2.0
4.73,1.9208,1.0
-2.5978,8.9184,0.0
-2.3414,8.8908,0.0
-6.8752,-7.0774,2.0
4.5961,2.1264,1.0
4.7094,1.9905,1.0
-2.2286,8.7339,0.0
-6.7381,-6.7247,2.0
4.7582,2.1092,1.0
-6.9604,-6.7143,2.0
-2.6234,9.1288,0.0
-2.5317,8.9701,0.0
-7.099,-6.7157,2.0
4.8402,1.8737,1.0
4.5441,2.0451,1.0
-6.784,-6.9956,2.0
-6.9182,-6.67,2.0
-2.7273,9.2965,0.0
4.6027,1.6533,1.0
-6.9681,-6.8786,2.0
-6.4219,-7.2328,2.0
4.3608,1.8316,1.0
-2.488,9.1312,0.0
-6.8806,-6.8004,2.0
4.3653,2.0435,1.0
-2.2843,8.9475,0.0
-2.4429,9.2094,0.0
-7.3119,-6.7836,2.0
-6.6467,-6.695,2.0
4.6658,1.497,1.0
4.736,1.7986,1.0
4.5184,1.9577,1.0
-6.4925,-6.8529,2.0
4.8115,2.0839,1.0
-6.8899,-6.805,2.0
4.6415,1.908,1.0
4.8638,2.0298,1.0
-2.3826,9.4684,0.0
4.4439,1.5817,1.0
4.8909,1.8736,1.0
-7.2886,-6.9959,2.0
4.4291,2.0587,1.0
-2.6384,9.3693,0.0
-7.2284,-6.8487,2.0
4.8372,1.8308,1.0
-2.6965,8.8807,0.0
-2.4444,8.9883,0.0
4.8579,1.8589,1.0
4.5668,2.4508,1.0
-2.5984,8.6364,0.0
4.8847,1.9336,1.0
-7.1378,-6.9615,2.0
-2.3349,8.7451,0.0
4.3022,1.7492,1.0
4.392,2.0947,1.0
-6.8508,-6.814,2.0
-2.4957,8.7293,0.0
4.5577,2.1775,1.0
-6.8945,-6.917,2.0
-2.092,8.8113,0.0
4.5956,1.685,1.0
-6.6168,-6.7375,2.0
-7.1767,-7.29,2.0
-2.2255,8.5167,0.0
-7.0473,-7.1226,2.0
-6.3376,-6.7761,2.0
-2.6189,9.181,0.0
-6.5618,-6.7799,2.0
-2.1638,8.9344,0.0
4.8776,2.343,1.0
-6.9463,-6.7031,2.0
4.8346,2.0329,1.0
-2.5164,9.3272,0.0
-6.7896,-6.901,2.0
4.8678,1.8957,1.0
4.6759,1.9186,1.0
-7.1857,-6.9046,2.0
-2.7907,8.8587,0.0
-6.9288,-6.7908,2.0
4.9459,1.8176,1.0
5.0429,2.2313,1.0
-2.2537,8.896,0.0
-2.5314,8.8335,0.0
-2.0463,8.6408,0.0
5.1074,1.801,1.0
4.3943,1.8549,1.0
-2.5064,9.0095,0.0
4.6698,2.1273,1.0
4.5492,2.3184,1.0
-2.2993,8.9072,0.0
-6.8688,-7.1454,2.0
-7.1611,-7.1397,2.0
-6.8185,-7.0264,2.0
4.22,2.1098,1.0
-2.605,8.8417,0.0
-7.1614,-6.8251,2.0
-6.5872,-6.9382,2.0
-6.6554,-6.5662,2.0
-2.3478,8.8196,0.0
-6.6659,-7.1373,2.0
-2.3801,9.4469,0.0
-2.7299,8.9481,0.0
-2.5531,9.0857,0.0
-6.9373,-6.85,2.0
-2.4311,8.749,0.0
-2.5872,9.0459,0.0
4.8219,1.9365,1.0
4.6605,2.003,1.0
-2.5289,9.0181,0.0
-6.7962,-7.077,2.0
-6.9779,-7.0055,2.0
-2.7732,9.3806,0.0
4.4706,2.1583,1.0
-2.7118,9.0771,0.0
-6.6853,-7.1392,2.0
4.5756,1.656,1.0
-6.9144,-6.6124,2.0
-2.2436,9.1255,0.0
4.2719,1.9667,1.0
-7.178,-6.6211,2.0
-2.5147,8.8276,0.0
4.9283,1.8707,1.0
-7.1689,-6.9731,2.0
-2.2766,9.0163,0.0
4.6466,2.0269,1.0
4.57,1.8187,1.0
-6.912,-6.6411,2.0
-7.1124,-6.9517,2.0
-6.758,-6.6109,2.0
4.455,1.6536,1.0
4.5927,1.8918,1.0
4.6798,2.192,1.0
-6.6866,-6.7392,2.0
-2.2637,8.7724,0.0
-6.936,-7.0075,2.0
-6.7731,-7.0412,2.0
-6.9396,-7.0328,2.0
4.4448,2.2339,1.0
4.7443,1.9536,1.0
-7.0428,-7.1109,2.0
-2.3725,8.9724,0.0
-2.7923,8.9302,0.0
-6.7541,-6.5472,2.0
4.6667,2.0588,1.0
-7.1802,-6.681,2.0
-2.509,8.8509,0.0
-3.0153,8.9571,0.0
-7.0357,-6.7331,2.0
-2.8499,9.0032,0.0
-2.4609,8.7841,0.0
4.7032,1.7961,1.0
4.6945,1.7735,1.0
-7.0505,-6.9607,2.0
-3.0906,8.9393,0.0
-2.643,9.2223,0.0
-6.8321,-7.1223,2.0
-2.6232,9.0802,0.0
-2.2065,9.1404,0.0
4.8017,1.8563,1.0
-2.397,8.9552,0.0
4.4314,1.7387,1.0
-2.0038,8.9081,0.0
-6.9194,-6.8431,2.0
-7.1939,-7.0666,2.0
4.7791,2.0289,1.0
-2.5621,9.5583,0.0
4.5679,1.8276,1.0
-6.8717,-7.1647,2.0
-2.2881,9.2517,0.0
-2.3347,9.051,0.0
-2.4847,9.3392,0.0
-2.7254,9.2249,0.0
-7.1548,-6.9748,2.0
4.7178,1.5291,1.0
-6.6651,-6.5944,2.0
-6.9925,-6.9987,2.0
4.7862,2.0913,1.0
-2.2139,9.2903,0.0
4.5239,1.7419,1.0
-2.4948,8.9718,0.0
-2.505,9.0604,0.0
-2.6652,9.2804,0.0
-2.4159,9.0072,0.0
-2.8281,8.8944,0.0
-2.5519,9.3124,0.0
-6.7875,-7.1846,2.0
4.9501,2.1496,1.0
-7.1113,-7.2432,2.0
-6.5433,-7.0569,2.0
4.3737,1.5376,1.0
-2.3354,8.9232,0.0
-2.6757,9.1086,0.0
-2.3228,8.967,0.0
-6.9149,-7.1869,2.0
4.6818,1.7548,1.0
-2.5527,9.234,0.0
4.498,2.1021,1.0
-6.4687,-6.5715,2.0
4.6836,2.2309,1.0
4.6047,1.3933,1.0
-2.5131,9.1248,0.0
-2.8542,8.9018,0.0
-6.9529,-6.8448,2.0
-6.9197,-6.6003,2.0
-6.9738,-6.6559,2.0
-2.8834,8.944,0.0
-2.5629,8.836,0.0
-7.0316,-6.7474,2.0
-2.5751,9.1607,0.0
-6.8298,-6.9583,2.0
4.7137,1.998,1.0
-2.6182,9.0941,0.0
4.4041,1.9292,1.0
-6.9935,-6.7618,2.0
-2.7169,8.688,0.0
-2.3255,8.7002,0.0
-6.7707,-6.7902,2.0
4.464,2.0429,1.0
4.5927,2.122,1.0
-7.0512,-6.9571,2.0
-2.5253,8.8477,0.0
-2.3712,8.934,0.0
-6.7694,-7.0268,2.0
4.4875,2.0152,1.0
-6.6175,-6.6459,2.0
4.5913,1.5952,1.0
-6.7585,-6.8672,2.0
-7.5073,-6.9075,2.0
4.7884,1.8457,1.0
4.3401,1.9548,1.0
-2.215,8.9724,0.0
4.3324,1.9442,1.0
5.0112,1.8768,1.0
4.4428,1.7792,1.0
-2.1043,8.7417,0.0
4.3814,1.8667,1.0
-6.8025,-7.0421,2.0
5.1959,1.7656,1.0
-2.4836,8.8781,0.0
4.5036,2.1667,1.0
-7.0268,-6.9423,2.0
-6.7582,-7.2485,2.0
-2.4711,9.1041,0.0
-6.5586,-6.6353,2.0
4.4202,1.8493,1.0
4.6048,2.0715,1.0
-2.3031,9.062,0.0
-7.1245,-7.0587,2.0
-6.6802,-6.6546,2.0
4.6685,2.1431,1.0
-6.7173,-6.8137,2.0
-2.0826,8.6239,0.0
-7.2754,-6.4747,2.0
-6.9133,-6.7594,2.0
-2.3787,8.699,0.0
-2.3663,8.6043,0.0
-2.4477,9.1774,0.0
-2.4893,8.9136,0.0
-6.8295,-6.7184,2.0
-2.5162,9.3684,0.0
-2.4691,9.244,0.0
4.5085,1.9211,1.0
-2.6813,8.9374,0.0
-6.756,-6.8108,2.0
-2.5236,9.215,0.0
4.6012,2.2675,1.0
4.9516,1.6671,1.0
-3.0069,8.8826,0.0
-6.8612,-6.7849,2.0
-2.6319,8.9538,0.0
-2.6385,8.798,0.0
4.2711,1.7951,1.0
-6.8636,-6.8159,2.0
-2.1491,9.2621,0.0
-7.0059,-6.7602,2.0
-2.1614,9.2101,0.0
-6.9023,-6.9912,2.0
-6.7151,-7.1424,2.0
4.6571,1.8238,1.0
4.741,2.271,1.0
4.6536,1.6239,1.0
-6.6112,-7.2669,2.0
-6.7855,-6.4856,2.0
-6.9328,-6.7687,2.0
4.7985,1.9488,1.0
4.8788,2.1521,1.0
4.9156,1.8389,1.0
-2.6287,9.2988,0.0
4.7013,1.9236,1.0
-2.5369,8.7694,0.0
4.8159,1.6864,1.0
-6.8534,-6.7031,2.0
4.8565,1.7579,1.0
-2.773,8.9737,0.0
-6.89,-6.8238,2.0
-2.4128,9.088,0.0
-2.682,9.2702,0.0
4.5955,2.167,1.0
-2.5241,9.1384,0.0
-7.0613,-6.7593,2.0
4.4708,2.0838,1.0
4.5712,1.556,1.0
-6.6462,-6.5624,2.0
-2.8131,8.9174,0.0
-6.493,-6.8288,2.0
-6.8491,-7.1904,2.0
-2.9516,9.321,0.0
-6.8536,-7.0927,2.0
-2.4417,8.9319,0.0
-2.6078,9.303,0.0
4.662,1.8479,1.0
4.4606,2.017,1.0
-6.7122,-6.8064,2.0
-2.3326,8.9987,0.0
-2.6558,9.3779,0.0
-6.8963,-6.6046,2.0
4.3458,1.7206,1.0
4.6972,1.9437,1.0
-2.097,9.3654,0.0
-2.5545,8.8224,0.0
4.5437,2.481,1.0
-2.6664,8.748,0.0
4.3999,1.5099,1.0
-2.3866,8.8036,0.0
-2.3979,8.7472,0.0
4.5503,1.7302,1.0
4.2791,2.0395,1.0
-6.6263,-7.0743,2.0
4.4799,1.5916,1.0
-2.3894,9.148,0.0
4.539,1.8516,1.0
-6.7289,-6.8601,2.0
-2.563,8.793,0.0
4.7042,2.0068,1.0
4.4878,1.8944,1.0
4.5702,1.9582,1.0
-6.8942,-6.5023,2.0
-2.469,9.2244,0.0
-6.867,-6.9353,2.0
4.5369,2.0219,1.0
4.8133,1.8737,1.0
-2.3034,9.1088,0.0
4.7988,2.1679,1.0
-2.2529,9.1258,0.0
-7.0968,-6.8742,2.0
-6.7523,-6.4156,2.0
4.4112,1.9907,1.0
-2.7829,9.4117,0.0
4.8264,1.8901,1.0
-6.7729,-6.5815,2.0
-6.9023,-6.9566,2.0
-6.8481,-6.8411,2.0
-6.6968,-7.0775,2.0
-6.9645,-6.8006,2.0
-6.807,-7.2243,2.0
-6.6461,-7.0351,2.0
-2.5026,8.8626,0.0
-2.6293,8.9559,0.0
4.8958,1.5298,1.0
4.778,2.0263,1.0
-7.0532,-6.9228,2.0
4.617,1.99,1.0
-2.7514,9.1604,0.0
-2.7443,8.8353,0.0
4.5198,2.0011,1.0
-6.7522,-6.9751,2.0
-2.2656,8.9116,0.0
4.979,2.3526,1.0
-2.4275,8.6738,0.0
-6.7265,-6.6654,2.0
4.768,1.9978,1.0
4.3436,1.7053,1.0
4.1893,2.0404,1.0
-6.9694,-6.8333,2.0
-2.4506,8.8714,0.0
4.6651,1.8793,1.0
4.672,2.4157,1.0
5.0295,2.1782,1.0
-2.7315,9.0636,0.0
-6.9032,-6.8771,2.0
4.7844,1.9955,1.0
-2.3215,8.9111,0.0
4.391,2.0197,1.0
-2.3492,8.691,0.0
-6.8135,-6.7302,2.0
4.713,1.9653,1.0
-6.8704,-6.9286,2.0
4.8309,1.9654,1.0
-2.3142,9.1145,0.0
-2.3259,9.0836,0.0
-6.8925,-6.9711,2.0
-2.3902,8.9028,0.0
-2.3511,9.0823,0.0
-7.2631,-7.1743,2.0
4.7146,2.2643,1.0
-6.9523,-6.9234,2.0
-6.852,-7.2573,2.0
-6.6626,-6.8724,2.0
-7.0616,-6.7282,2.0
-7.1635,-7.0516,2.0
-7.1541,-6.9412,2.0
4.4918,2.1461,1.0
4.6449,1.6645,1.0
-6.748,-6.9592,2.0
-6.7071,-7.0461,2.0
-2.3849,8.9404,0.0
-6.9834,-6.5364,2.0
-2.5682,9.2638,0.0
4.607,2.0156,1.0
-6.6775,-6.1743,2.0
-2.5911,9.1568,0.0
-2.2714,9.1559,0.0
-6.8756,-6.7018,2.0
-2.5367,9.2049,0.0
4.572,1.9649,1.0
-6.7332,-6.6292,2.0
-2.6316,9.0069,0.0
-2.926,9.3592,0.0
4.5432,2.1415,1.0
-2.3759,9.1068,0.0
-7.1644,-6.8444,2.0
-2.8143,8.8759,0.0
-2.3728,8.9522,0.0
-2.5583,8.9597,0.0
-7.0994,-6.7426,2.0
-2.4924,9.2964,0.0
-2.2598,9.0019,0.0
-6.8113,-7.1398,2.0
-6.908,-6.8196,2.0
-2.677,8.9524,0.0
-6.7038,-7.0694,2.0
-2.5143,8.6605,0.0
4.5424,1.6859,1.0
-6.7402,-6.9496,2.0
-6.9976,-6.8139,2.0
-6.6174,-6.7073,2.0
-2.5081,9.0237,0.0
4.7543,1.8322,1.0
4.603,1.7471,1.0
-6.8707,-7.1533,2.0
-6.665,-7.0508,2.0
4.78,2.5361,1.0
-2.3244,8.9773,0.0
-6.7926,-7.0284,2.0
4.6885,1.5567,1.0
-2.4753,8.7315,0.0
-2.8254,9.1933,0.0
-2.513,8.9617,0.0
4.5851,1.9703,1.0
4.8839,1.7578,1.0
4.4855,2.2951,1.0
-7.1926,-7.0003,2.0
4.2272,1.9097,1.0
-6.9069,-7.0358,2.0
-7.0975,-6.6584,2.0
-6.5676,-7.2704,2.0
-2.6528,8.9682,0.0
-2.1637,9.1016,0.0
4.8784,1.7216,1.0
-2.5584,8.8456,0.0
-6.9752,-6.889,2.0
-6.6241,-6.766,2.0
4.5188,2.1553,1.0
-7.274,-6.8225,2.0
-7.0108,-6.6263,2.0
-6.847,-6.5878,2.0
4.6467,1.7351,1.0
-7.1111,-7.2763,2.0
-2.2008,9.4155,0.0
-6.9201,-6.9168,2.0
-6.5294,-6.8864,2.0
-2.8825,9.2158,0.0
4.5002,1.998,1.0
-2.5047,9.1237,0.0
-6.8902,-6.7494,2.0
-2.4019,8.8346,0.0
-2.6071,9.2231,0.0
-2.3872,9.0457,0.0
4.7115,1.7339,1.0
-2.0285,9.0028,0.0
-6.7337,-7.0663,2.0
4.7757,1.8107,1.0
4.56,1.999,1.0
4.3822,2.0317,1.0
-2.5283,9.0701,0.0
-6.8228,-6.8815,2.0
4.6043,1.7906,1.0
-6.9586,-6.8183,2.0
4.649,2.0979,1.0
4.8316,1.9835,1.0
4.7268,2.0683,1.0
-6.8508,-7.2469,2.0
4.5206,2.3928,1.0
-2.6481,8.9324,0.0
-6.8938,-6.9471,2.0
-7.0867,-6.7039,2.0
-6.8923,-6.7836,2.0
4.6632,1.7161,1.0
-2.3815,9.2259,0.0
-2.6058,9.0436,0.0
4.8127,1.4317,1.0
4.7742,2.2788,1.0
-6.9891,-7.1304,2.0
-2.3911,9.236,0.0
-7.168,-6.6909,2.0
4.6424,2.0691,1.0
-2.5355,9.1795,0.0
4.7385,2.1399,1.0
4.7335,1.7391,1.0
-6.8175,-7.1056,2.0
-2.8649,9.0782,0.0
-2.4637,9.2757,0.0
4.6904,2.2501,1.0
5.0729,2.2113,1.0
4.9756,1.5908,1.0
-2.6554,9.1659,0.0
-2.413,9.0591,0.0
-7.0654,-6.9809,2.0
-2.4995,8.8481,0.0
-6.9161,-6.8239,2.0
4.4025,2.1847,1.0
-2.3897,9.1545,0.0
-6.8634,-6.6443,2.0
-2.5924,8.7883,0.0
-2.6154,9.1111,0.0
-6.8855,-6.801,2.0
-7.3482,-7.0029,2.0
4.4789,2.0109,1.0
-6.9433,-6.76,2.0
4.5613,2.1735,1.0
4.6568,2.1328,1.0
-6.9484,-6.8558,2.0
-6.8456,-6.7397,2.0
-6.9348,-7.125,2.0
-2.6199,8.7747,0.0
4.5211,1.94,1.0
4.8418,1.8042,1.0
-7.1039,-6.6041,2.0
-2.2085,9.1898,0.0
-6.8443,-6.7899,2.0
-2.2776,9.1726,0.0
-2.4772,8.8088,0.0
-6.7232,-6.8932,2.0
-2.5224,8.7721,0.0
-2.3318,8.9301,0.0
-6.6045,-6.9609,2.0
-2.5755,8.8918,0.0
-2.9397,9.1896,0.0
-2.1483,8.9761,0.0
-2.8518,9.2851,0.0
-2.1752,9.0932,0.0
-7.0772,-6.9095,2.0
-2.3811,8.9762,0.0
4.5227,2.039,1.0
-2.5198,9.259,0.0
4.3934,1.8363,1.0
-2.6181,9.0365,0.0
-6.4829,-6.7287,2.0
-2.536,9.0172,0.0
-2.4888,9.3241,0.0
4.3313,1.8466,1.0
4.8357,1.6988,1.0
-2.7567,9.0362,0.0
-2.6127,9.059,0.0
4.6266,1.9016,1.0
-2.5463,8.9883,0.0
4.7404,1.4745,1.0
-7.1031,-6.8884,2.0
-2.4508,8.9768,0.0
5.2595,1.9215,1.0
-2.58,8.8996,0.0
-2.7432,8.6539,0.0
-6.6196,-6.688,2.0
-2.7375,8.9756,0.0
4.5603,1.7364,1.0
-6.6516,-7.1162,2.0
-2.5735,9.4296,0.0
-6.8549,-7.1718,2.0
4.5128,1.9649,1.0
-6.8076,-6.7718,2.0
4.6679,2.1724,1.0
-6.6843,-7.1065,2.0
-2.7182,8.621,0.0
-2.4973,8.8849,0.0
-2.3556,9.0574,0.0
-6.9596,-6.8487,2.0
4.6044,2.1043,1.0
-7.2861,-7.1444,2.0
-2.4896,9.2735,0.0
-7.0063,-7.2614,2.0
4.8112,2.3086,1.0
-6.9117,-6.9912,2.0
-6.9428,-6.8172,2.0
4.5377,1.4625,1.0
4.7688,2.1588,1.0
-6.9952,-6.9317,2.0
-7.0617,-6.7411,2.0
-6.871,-6.7427,2.0
-2.4847,9.1229,0.0
4.4766,1.6822,1.0
4.8158,1.7577,1.0
-7.3231,-7.1137,2.0
4.8632,2.0105,1.0
-2.4674,8.6224,0.0
-7.2307,-6.7893,2.0
4.5622,1.912,1.0
-2.7479,9.1981,0.0
4.6241,1.8573,1.0
4.5258,1.7373,1.0
-2.2713,8.7688,0.0
4.7994,1.5985,1.0
-6.9077,-6.9472,2.0
4.5859,1.6645,1.0
-2.6011,8.8443,0.0
4.3896,1.6667,1.0
-7.2127,-7.2805,2.0
-6.8359,-6.9135,2.0
-2.5123,9.1301,0.0
-7.0262,-7.0282,2.0
-6.529,-6.9531,2.0
4.7038,2.3039,1.0
4.8343,1.9705,1.0
4.4852,2.3529,1.0
-2.475,8.9775,0.0
-2.4086,9.3736,0.0
-2.5574,9.0847,0.0
-2.6152,8.8557,0.0
-2.4048,9.0737,0.0
-2.3998,8.9738,0.0
-2.4128,9.1237,0.0
-2.4093,9.1087,0.0
-6.7236,-7.115,2.0
-2.5157,8.9056,0.0
4.5708,2.071,1.0
-2.6259,9.222,0.0
4.6906,1.6146,1.0
-2.4338,9.0084,0.0
-6.5307,-6.3991,2.0
-2.7125,8.9655,0.0
-6.7038,-6.784,2.0
4.8115,1.8075,1.0
-2.6391,9.2785,0.0
4.4647,1.812,1.0
-2.5139,8.9794,0.0
-7.0651,-6.6224,2.0
4.6845,1.7335,1.0
4.9064,2.159,1.0
-2.6295,9.3847,0.0
4.4921,2.1036,1.0
-6.7951,-6.9733,2.0
-2.5542,8.8843,0.0
4.493,1.9449,1.0
4.903,2.0153,1.0
4.4777,1.7504,1.0
-7.0099,-7.2534,2.0
4.8196,2.1981,1.0
-6.7545,-6.9248,2.0
-7.1726,-7.0138,2.0
-6.7367,-6.9269,2.0
4.6036,1.9519,1.0
4.3863,1.9395,1.0
4.3719,2.0596,1.0
5.0183,1.7964,1.0
4.6258,1.4687,1.0
-2.1561,9.0953,0.0
-2.6196,9.1409,0.0
4.6366,2.1098,1.0
4.4412,2.0004,1.0
-2.2725,8.7787,0.0
-6.4525,-6.8237,2.0
-2.2164,9.2137,0.0
-1.9803,8.7137,0.0
-6.6583,-7.335,2.0
-2.4602,8.9129,0.0
-6.6699,-6.8963,2.0
-2.7035,8.7384,0.0
-6.6355,-6.4774,2.0
-6.6092,-7.3531,2.0
4.6618,1.8899,1.0
4.3999,2.113,1.0
4.6556,1.5474,1.0
-6.9714,-7.0836,2.0
-2.7851,8.8681,0.0
-6.6335,-6.7746,2.0
4.635,2.2137,1.0
-6.8688,-6.855,2.0
4.4289,1.9984,1.0
-7.3287,-6.841,2.0
4.5578,2.3369,1.0
-6.7476,-6.7306,2.0
-6.7622,-6.8788,2.0
-6.489,-7.0791,2.0
-6.5543,-6.8329,2.0
-2.3542,9.1249,0.0
-2.7091,8.9133,0.0
4.6354,1.8354,1.0
-6.8436,-7.0713,2.0
-2.595,9.132,0.0
-2.8264,8.6383,0.0
4.4388,2.0452,1.0
4.6153,2.0937,1.0
-2.5777,9.0484,0.0
4.9459,2.1062,1.0
-7.0556,-7.0442,2.0
4.5623,1.8904,1.0
4.8413,2.0768,1.0
-6.931,-6.8246,2.0
-2.5321,9.2618,0.0
-6.8034,-6.8882,2.0
-7.3191,-6.6264,2.0
-2.6997,8.8789,0.0
-6.7667,-6.7432,2.0
-6.8211,-7.2562,2.0
-2.3694,9.0985,0.0
4.9616,2.1388,1.0
-6.9029,-6.8373,2.0
-2.268,9.1698,0.0
-2.6468,9.4648,0.0
4.6457,2.1128,1.0
-6.8922,-6.9697,2.0
4.9658,1.8986,1.0
4.6209,1.9066,1.0
-2.4771,9.0149,0.0
-7.1787,-6.8826,2.0
-7.11,-6.8583,2.0
4.8143,1.9102,1.0
